Move,Score,Matrix,Direction
54,348,"[2, 16, 2, 16, 2, 2, 4, 32, 8, 32, 4, 2, 0, 0, 0, 4]",right
55,352,"[4, 0, 0, 16, 0, 16, 2, 32, 4, 2, 4, 2, 8, 32, 4, 4]",down
56,360,"[0, 2, 4, 16, 0, 16, 2, 32, 4, 2, 4, 2, 0, 8, 32, 8]",right
57,360,"[2, 4, 16, 2, 16, 2, 32, 0, 4, 2, 4, 2, 8, 32, 8, 0]",left
58,368,"[2, 2, 16, 0, 16, 4, 32, 0, 4, 4, 4, 0, 8, 32, 8, 4]",down
59,380,"[0, 0, 4, 16, 0, 16, 4, 32, 0, 2, 4, 8, 8, 32, 8, 4]",right
60,388,"[0, 0, 0, 16, 2, 16, 8, 32, 0, 2, 4, 8, 8, 32, 8, 4]",down
61,388,"[2, 16, 8, 16, 8, 2, 4, 32, 0, 32, 8, 8, 4, 0, 0, 4]",up
62,388,"[2, 16, 8, 16, 8, 2, 4, 32, 4, 32, 8, 8, 2, 0, 0, 4]",up
63,404,"[2, 16, 8, 16, 8, 2, 4, 32, 0, 4, 32, 16, 2, 0, 2, 4]",right
64,408,"[2, 16, 8, 16, 8, 2, 4, 32, 4, 32, 16, 0, 4, 4, 2, 0]",left
65,416,"[2, 16, 8, 16, 8, 2, 4, 32, 4, 32, 16, 2, 8, 2, 0, 0]",left
66,416,"[2, 16, 8, 16, 8, 2, 4, 32, 4, 32, 16, 2, 2, 0, 8, 2]",right
67,416,"[2, 16, 8, 16, 8, 2, 4, 32, 4, 32, 16, 2, 2, 8, 2, 2]",left
1,0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up
2,0,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]",left
3,0,"[0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2]",right
4,4,"[4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0]",left
5,8,"[0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4]",right
6,8,"[4, 0, 0, 2, 4, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0]",left
7,16,"[0, 0, 0, 0, 8, 0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 2]",down
8,20,"[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 4, 2, 0, 4, 2]",right
9,20,"[2, 0, 0, 0, 8, 0, 0, 0, 4, 0, 0, 0, 2, 4, 2, 0]",left
10,20,"[2, 4, 2, 0, 8, 0, 0, 2, 4, 0, 0, 0, 2, 0, 0, 0]",up
11,20,"[2, 4, 2, 0, 8, 2, 0, 0, 4, 0, 0, 0, 2, 0, 0, 2]",left
12,24,"[0, 2, 4, 2, 0, 0, 8, 2, 0, 2, 0, 4, 0, 0, 0, 4]",right
13,24,"[2, 4, 2, 0, 8, 2, 0, 0, 2, 4, 2, 0, 4, 0, 0, 0]",left
14,28,"[2, 0, 0, 0, 8, 4, 0, 0, 2, 2, 0, 0, 4, 4, 4, 2]",down
15,40,"[0, 0, 0, 2, 0, 0, 8, 4, 0, 2, 0, 4, 0, 4, 8, 2]",right
16,40,"[0, 2, 0, 2, 0, 0, 8, 4, 0, 0, 2, 4, 0, 4, 8, 2]",right
17,44,"[0, 0, 2, 4, 0, 0, 8, 4, 0, 0, 2, 4, 0, 4, 8, 2]",right
18,44,"[2, 4, 0, 0, 8, 4, 0, 0, 2, 4, 0, 2, 4, 8, 2, 0]",left
19,44,"[0, 0, 2, 4, 0, 2, 8, 4, 0, 2, 4, 2, 0, 4, 8, 2]",right
20,56,"[2, 0, 2, 0, 0, 0, 8, 8, 0, 4, 4, 2, 0, 4, 8, 2]",down
21,68,"[2, 8, 2, 8, 0, 0, 8, 4, 4, 0, 4, 0, 0, 0, 8, 0]",up
22,68,"[2, 0, 2, 0, 0, 0, 8, 0, 2, 0, 4, 8, 4, 8, 8, 4]",down
23,72,"[4, 8, 2, 8, 4, 2, 8, 4, 0, 0, 4, 0, 0, 0, 8, 0]",up
24,80,"[0, 0, 2, 0, 0, 2, 8, 0, 0, 8, 4, 8, 8, 2, 8, 4]",down
25,80,"[8, 2, 2, 8, 0, 8, 8, 4, 2, 2, 4, 0, 0, 0, 8, 0]",up
26,80,"[0, 0, 2, 0, 2, 2, 8, 0, 8, 8, 4, 8, 2, 2, 8, 4]",down
27,80,"[2, 2, 2, 8, 8, 8, 8, 4, 2, 2, 4, 2, 0, 0, 8, 0]",up
28,104,"[0, 2, 4, 8, 0, 8, 16, 4, 0, 4, 4, 2, 0, 2, 0, 8]",right
29,104,"[0, 2, 0, 8, 0, 8, 4, 4, 0, 4, 16, 2, 2, 2, 4, 8]",down
30,116,"[0, 0, 2, 8, 2, 0, 8, 8, 0, 4, 16, 2, 0, 4, 4, 8]",right
31,140,"[0, 0, 2, 8, 0, 0, 2, 16, 0, 4, 16, 2, 2, 0, 8, 8]",right
32,156,"[0, 0, 2, 8, 0, 0, 2, 16, 0, 4, 16, 2, 0, 2, 2, 16]",right
33,160,"[0, 0, 2, 8, 0, 0, 2, 16, 0, 4, 16, 2, 0, 4, 4, 16]",right
34,168,"[0, 0, 2, 8, 0, 0, 2, 16, 2, 4, 16, 2, 0, 0, 8, 16]",right
35,172,"[2, 4, 4, 8, 0, 0, 16, 16, 2, 0, 8, 2, 0, 0, 0, 16]",up
36,212,"[0, 2, 8, 8, 0, 0, 0, 32, 2, 2, 8, 2, 0, 0, 0, 16]",right
37,232,"[2, 0, 2, 16, 0, 0, 0, 32, 0, 4, 8, 2, 0, 0, 0, 16]",right
38,236,"[0, 2, 4, 16, 0, 0, 0, 32, 0, 4, 8, 2, 0, 0, 0, 16]",right
39,236,"[0, 2, 4, 16, 0, 4, 8, 32, 2, 0, 0, 2, 0, 0, 0, 16]",up
40,240,"[0, 2, 4, 16, 0, 4, 8, 32, 0, 0, 0, 4, 0, 0, 2, 16]",right
41,240,"[0, 2, 4, 16, 0, 4, 8, 32, 0, 0, 2, 4, 2, 0, 0, 16]",up
42,240,"[2, 2, 4, 16, 2, 4, 8, 32, 0, 0, 2, 4, 0, 0, 0, 16]",up
43,244,"[2, 4, 4, 16, 2, 4, 8, 32, 0, 0, 2, 4, 0, 0, 0, 16]",right
44,252,"[0, 2, 8, 16, 2, 4, 8, 32, 0, 0, 2, 4, 0, 0, 2, 16]",right
45,272,"[2, 2, 16, 16, 0, 4, 4, 32, 0, 0, 0, 4, 0, 2, 0, 16]",up
46,316,"[0, 0, 4, 32, 0, 0, 8, 32, 0, 0, 0, 4, 2, 0, 2, 16]",right
47,380,"[0, 0, 4, 0, 0, 0, 4, 64, 0, 0, 8, 4, 2, 0, 2, 16]",down
48,388,"[0, 0, 0, 2, 0, 0, 8, 64, 0, 0, 8, 4, 2, 0, 2, 16]",down
49,392,"[0, 0, 2, 2, 0, 0, 8, 64, 0, 0, 8, 4, 0, 0, 4, 16]",right
50,408,"[0, 0, 0, 2, 2, 0, 2, 64, 0, 0, 16, 4, 0, 0, 4, 16]",down
51,412,"[0, 0, 0, 2, 0, 0, 4, 64, 0, 0, 16, 4, 4, 0, 4, 16]",right
52,420,"[0, 0, 0, 2, 0, 2, 4, 64, 0, 0, 16, 4, 0, 0, 8, 16]",right
53,420,"[0, 2, 4, 2, 0, 0, 16, 64, 0, 0, 8, 4, 2, 0, 0, 16]",up
54,420,"[0, 2, 4, 2, 0, 0, 16, 64, 0, 2, 8, 4, 0, 0, 2, 16]",right
55,424,"[0, 0, 4, 2, 0, 2, 16, 64, 0, 0, 8, 4, 0, 4, 2, 16]",down
56,424,"[0, 2, 4, 2, 0, 4, 16, 64, 0, 2, 8, 4, 0, 0, 2, 16]",up
57,424,"[0, 2, 4, 2, 0, 2, 16, 64, 0, 4, 8, 4, 0, 2, 2, 16]",down
58,428,"[0, 2, 4, 2, 0, 2, 16, 64, 0, 4, 8, 4, 0, 2, 4, 16]",right
59,432,"[0, 4, 4, 2, 0, 4, 16, 64, 0, 2, 8, 4, 2, 0, 4, 16]",up
60,440,"[2, 8, 4, 2, 0, 2, 16, 64, 4, 0, 8, 4, 0, 0, 4, 16]",up
61,440,"[2, 8, 4, 2, 4, 2, 16, 64, 0, 0, 8, 4, 0, 2, 4, 16]",up
62,440,"[2, 8, 4, 2, 4, 2, 16, 64, 8, 4, 0, 4, 2, 4, 16, 0]",left
63,480,"[2, 8, 4, 2, 4, 2, 32, 64, 8, 8, 0, 4, 2, 0, 0, 4]",up
64,496,"[2, 8, 4, 2, 4, 2, 32, 64, 16, 4, 2, 0, 2, 4, 0, 0]",left
65,496,"[2, 8, 4, 2, 4, 2, 32, 64, 0, 16, 4, 2, 0, 2, 2, 4]",right
66,500,"[2, 8, 4, 2, 4, 2, 32, 64, 16, 4, 2, 0, 4, 4, 4, 0]",left
67,508,"[2, 8, 4, 2, 4, 2, 32, 64, 16, 8, 2, 0, 4, 2, 4, 0]",up
1,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up
2,0,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",right
3,4,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0]",left
4,8,"[0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4]",right
5,8,"[4, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]",left
6,8,"[0, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 4, 4, 0, 0]",down
7,20,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 2, 8]",right
8,20,"[0, 0, 0, 2, 4, 0, 0, 0, 4, 0, 0, 0, 2, 8, 0, 0]",left
9,20,"[0, 0, 0, 2, 0, 0, 2, 4, 0, 0, 0, 4, 0, 0, 2, 8]",right
10,20,"[2, 0, 2, 0, 2, 4, 0, 0, 4, 0, 0, 0, 2, 8, 0, 0]",left
11,24,"[4, 0, 0, 0, 2, 4, 0, 0, 4, 0, 0, 2, 2, 8, 0, 0]",left
12,24,"[4, 2, 0, 0, 2, 4, 0, 0, 4, 2, 0, 0, 2, 8, 0, 0]",left
13,24,"[0, 0, 4, 2, 0, 0, 2, 4, 0, 0, 4, 2, 0, 2, 2, 8]",right
14,28,"[4, 2, 0, 0, 2, 4, 0, 0, 4, 2, 0, 2, 4, 8, 0, 0]",left
15,32,"[0, 0, 4, 2, 0, 0, 2, 4, 0, 0, 4, 4, 2, 0, 4, 8]",right
16,40,"[4, 2, 2, 0, 2, 4, 0, 0, 8, 0, 0, 0, 2, 4, 8, 0]",left
17,44,"[0, 0, 4, 4, 0, 2, 2, 4, 0, 0, 0, 8, 0, 2, 4, 8]",right
18,52,"[8, 0, 0, 0, 2, 2, 4, 2, 8, 0, 0, 0, 2, 4, 8, 0]",left
19,56,"[8, 2, 0, 0, 4, 4, 2, 0, 8, 0, 0, 0, 2, 4, 8, 0]",left
20,64,"[0, 0, 8, 2, 0, 4, 8, 2, 0, 0, 0, 8, 0, 2, 4, 8]",right
21,64,"[8, 2, 0, 0, 4, 8, 2, 0, 8, 0, 2, 0, 2, 4, 8, 0]",left
22,64,"[0, 0, 8, 2, 0, 4, 8, 2, 0, 0, 8, 2, 4, 2, 4, 8]",right
23,64,"[8, 2, 0, 0, 4, 8, 2, 0, 8, 2, 0, 2, 4, 2, 4, 8]",left
24,68,"[0, 0, 8, 2, 0, 4, 8, 2, 0, 2, 8, 4, 4, 2, 4, 8]",right
25,92,"[4, 4, 16, 4, 0, 4, 8, 4, 0, 0, 4, 8, 2, 0, 0, 0]",up
26,108,"[4, 8, 16, 8, 2, 0, 8, 8, 0, 0, 4, 0, 0, 0, 2, 0]",up
27,124,"[4, 8, 16, 16, 2, 0, 8, 0, 0, 4, 4, 0, 0, 0, 2, 0]",up
28,164,"[0, 4, 8, 32, 2, 0, 2, 8, 0, 0, 0, 8, 0, 0, 0, 2]",right
29,180,"[2, 4, 8, 32, 0, 4, 2, 16, 0, 0, 0, 2, 0, 0, 0, 0]",up
30,188,"[0, 0, 0, 2, 0, 0, 0, 32, 0, 0, 8, 16, 2, 8, 2, 2]",down
31,192,"[0, 0, 0, 2, 0, 0, 2, 32, 0, 0, 8, 16, 0, 2, 8, 4]",right
32,192,"[2, 0, 0, 0, 2, 32, 2, 0, 8, 16, 0, 0, 2, 8, 4, 0]",left
33,192,"[0, 0, 0, 2, 0, 2, 32, 2, 0, 0, 8, 16, 2, 2, 8, 4]",right
34,196,"[2, 0, 0, 0, 2, 32, 2, 0, 8, 16, 2, 0, 4, 8, 4, 0]",left
35,196,"[0, 0, 0, 2, 0, 2, 32, 2, 4, 8, 16, 2, 0, 4, 8, 4]",right
36,196,"[2, 0, 0, 0, 2, 32, 2, 2, 4, 8, 16, 2, 4, 8, 4, 0]",left
37,200,"[0, 0, 0, 2, 2, 2, 32, 4, 4, 8, 16, 2, 0, 4, 8, 4]",right
38,204,"[0, 0, 0, 2, 0, 4, 32, 4, 4, 8, 16, 2, 2, 4, 8, 4]",right
39,204,"[2, 2, 0, 0, 4, 32, 4, 0, 4, 8, 16, 2, 2, 4, 8, 4]",left
40,208,"[4, 2, 0, 0, 4, 32, 4, 0, 4, 8, 16, 2, 2, 4, 8, 4]",left
41,216,"[8, 2, 4, 2, 4, 32, 16, 4, 2, 8, 8, 0, 0, 4, 4, 0]",up
42,240,"[8, 2, 4, 2, 4, 32, 16, 4, 2, 16, 0, 2, 8, 0, 0, 0]",left
43,240,"[8, 2, 4, 2, 4, 32, 16, 4, 2, 16, 2, 0, 8, 0, 0, 4]",left
44,240,"[8, 2, 4, 2, 4, 32, 16, 4, 2, 16, 2, 0, 8, 4, 2, 0]",left
45,240,"[8, 2, 4, 2, 4, 32, 16, 4, 4, 2, 16, 2, 0, 8, 4, 2]",right
46,280,"[0, 2, 2, 2, 0, 32, 4, 4, 8, 2, 32, 2, 8, 8, 4, 2]",down
47,292,"[4, 2, 0, 0, 32, 8, 4, 0, 8, 2, 32, 2, 8, 8, 4, 2]",left
1,0,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",left
2,0,"[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up
3,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0]",down
4,4,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 2, 0]",down
5,8,"[4, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
6,8,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 2, 4, 2]",down
7,8,"[4, 2, 2, 2, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up
8,8,"[0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 2, 0, 2, 2, 4, 2]",down
9,12,"[4, 4, 2, 2, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up
10,12,"[0, 0, 0, 2, 0, 0, 0, 0, 4, 4, 2, 0, 2, 2, 4, 2]",down
11,16,"[4, 4, 2, 4, 2, 2, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up
12,20,"[0, 0, 0, 0, 2, 0, 0, 0, 4, 4, 2, 0, 4, 2, 4, 4]",down
13,28,"[2, 4, 2, 4, 8, 2, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0]",up
14,28,"[0, 0, 0, 0, 0, 0, 2, 0, 2, 4, 4, 2, 8, 2, 2, 4]",down
15,28,"[2, 4, 2, 2, 8, 2, 4, 4, 0, 0, 2, 0, 0, 2, 0, 0]",up
16,32,"[0, 0, 4, 0, 0, 0, 2, 0, 2, 4, 4, 2, 8, 4, 2, 4]",down
17,40,"[2, 8, 4, 2, 8, 0, 2, 4, 0, 0, 4, 0, 0, 2, 2, 0]",up
18,40,"[0, 0, 4, 0, 0, 2, 2, 0, 2, 8, 4, 2, 8, 2, 2, 4]",down
19,48,"[4, 0, 2, 0, 4, 0, 0, 0, 2, 8, 4, 2, 8, 4, 4, 0]",left
20,64,"[0, 0, 0, 0, 8, 0, 0, 2, 2, 8, 2, 0, 8, 4, 8, 2]",down
21,64,"[0, 0, 2, 0, 8, 2, 0, 0, 2, 8, 2, 0, 8, 4, 8, 2]",left
22,64,"[2, 0, 2, 0, 8, 2, 0, 0, 2, 8, 2, 0, 8, 4, 8, 2]",left
23,68,"[4, 0, 0, 0, 8, 2, 0, 2, 2, 8, 2, 0, 8, 4, 8, 2]",left
24,72,"[4, 0, 0, 0, 8, 4, 2, 0, 2, 8, 2, 0, 8, 4, 8, 2]",left
25,76,"[4, 0, 0, 2, 8, 4, 0, 0, 2, 8, 4, 0, 8, 4, 8, 2]",down
26,80,"[4, 4, 4, 4, 8, 8, 8, 0, 2, 4, 0, 2, 8, 0, 0, 0]",up
27,112,"[8, 8, 0, 0, 16, 8, 0, 2, 2, 4, 2, 0, 8, 0, 0, 0]",left
28,128,"[16, 0, 0, 0, 16, 8, 2, 0, 2, 4, 2, 0, 8, 0, 2, 0]",left
29,164,"[32, 8, 4, 0, 2, 4, 2, 0, 8, 0, 0, 0, 0, 2, 0, 0]",up
30,164,"[32, 8, 4, 0, 2, 4, 2, 0, 8, 2, 0, 0, 0, 0, 0, 2]",up
31,164,"[32, 8, 4, 2, 2, 4, 2, 0, 8, 2, 0, 2, 0, 0, 0, 0]",up
32,168,"[0, 0, 2, 0, 32, 8, 0, 0, 2, 4, 4, 0, 8, 2, 2, 4]",down
33,168,"[32, 8, 2, 4, 2, 4, 4, 0, 8, 2, 2, 0, 0, 0, 4, 0]",up
34,180,"[32, 8, 2, 4, 2, 8, 0, 0, 8, 4, 0, 0, 4, 0, 0, 2]",left
35,180,"[32, 8, 2, 4, 2, 8, 0, 0, 8, 4, 0, 0, 4, 2, 0, 4]",left
36,204,"[32, 16, 2, 8, 2, 4, 0, 0, 8, 2, 0, 0, 4, 0, 4, 0]",up
37,212,"[32, 16, 2, 8, 2, 4, 0, 0, 8, 2, 0, 0, 8, 0, 2, 0]",left
38,232,"[32, 16, 4, 8, 2, 4, 0, 0, 16, 2, 0, 0, 0, 2, 0, 0]",up
39,236,"[0, 0, 2, 0, 32, 16, 0, 0, 2, 4, 0, 0, 16, 4, 4, 8]",down
40,244,"[32, 16, 2, 8, 2, 8, 4, 0, 16, 0, 0, 0, 0, 0, 2, 0]",up
41,244,"[2, 0, 0, 0, 32, 0, 2, 0, 2, 16, 4, 0, 16, 8, 2, 8]",down
42,244,"[2, 16, 2, 8, 32, 8, 4, 0, 2, 0, 2, 0, 16, 0, 2, 0]",up
43,248,"[2, 16, 2, 8, 32, 8, 4, 0, 2, 0, 4, 0, 16, 4, 0, 0]",up
44,248,"[2, 16, 2, 8, 32, 8, 4, 2, 2, 4, 0, 0, 16, 4, 0, 0]",left
45,256,"[2, 16, 2, 8, 32, 8, 4, 2, 2, 8, 0, 0, 16, 0, 2, 0]",up
46,256,"[2, 16, 2, 8, 32, 8, 4, 2, 2, 8, 0, 0, 16, 2, 0, 2]",left
47,260,"[2, 16, 2, 8, 32, 8, 4, 2, 2, 8, 0, 2, 16, 4, 0, 0]",left
48,260,"[2, 16, 2, 8, 32, 8, 4, 2, 2, 8, 2, 0, 16, 4, 2, 0]",left
1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 0]",right
2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 2, 0]",left
3,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 2]",right
4,0,"[2, 0, 0, 0, 0, 2, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0]",left
5,0,"[0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 4, 2, 0, 2, 0, 2]",right
6,8,"[0, 2, 4, 4, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]",up
7,16,"[2, 8, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",left
8,20,"[4, 8, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0]",up
9,24,"[4, 8, 2, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",left
10,24,"[0, 4, 8, 2, 0, 2, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0]",right
11,24,"[0, 4, 8, 2, 0, 0, 2, 4, 0, 2, 0, 4, 0, 0, 0, 0]",right
12,24,"[2, 4, 8, 2, 0, 0, 2, 4, 0, 0, 2, 4, 0, 0, 0, 0]",right
13,26,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 8, 4, 2, 4, 4, 4]",down
14,30,"[0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 8, 2, 2, 4, 4, 8]",down
15,38,"[0, 2, 0, 0, 0, 0, 0, 2, 0, 2, 8, 2, 0, 2, 8, 8]",right
16,54,"[0, 2, 0, 2, 0, 0, 0, 2, 0, 2, 8, 2, 0, 0, 2, 16]",right
17,58,"[0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 8, 4, 0, 4, 2, 16]",down
18,58,"[2, 0, 0, 0, 0, 0, 0, 2, 0, 2, 8, 4, 0, 4, 2, 16]",down
19,58,"[0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 8, 4, 2, 4, 2, 16]",right
20,60,"[4, 0, 0, 0, 0, 0, 0, 4, 0, 2, 8, 4, 2, 4, 2, 16]",down
21,64,"[0, 0, 0, 0, 2, 0, 0, 0, 4, 2, 8, 8, 2, 4, 2, 16]",down
22,80,"[0, 0, 0, 0, 2, 0, 0, 2, 0, 4, 2, 16, 2, 4, 2, 16]",right
23,84,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 4, 2, 16, 2, 4, 2, 16]",right
24,88,"[0, 0, 0, 2, 0, 0, 0, 4, 2, 0, 2, 16, 2, 8, 2, 16]",down
25,92,"[0, 0, 0, 2, 0, 0, 0, 4, 2, 0, 4, 16, 2, 8, 2, 16]",right
26,94,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 2, 4, 16, 4, 8, 2, 16]",down
27,126,"[4, 2, 4, 2, 2, 8, 2, 4, 0, 0, 0, 32, 0, 0, 0, 0]",up
28,126,"[4, 2, 4, 2, 2, 8, 2, 4, 32, 2, 0, 0, 0, 0, 0, 0]",left
29,126,"[0, 0, 0, 0, 4, 2, 2, 0, 2, 8, 4, 2, 32, 2, 2, 4]",down
30,134,"[0, 0, 0, 0, 4, 4, 0, 4, 2, 8, 4, 2, 32, 4, 4, 0]",left
31,150,"[0, 0, 0, 0, 8, 4, 0, 0, 2, 8, 4, 2, 32, 8, 0, 2]",left
32,150,"[0, 0, 0, 0, 8, 4, 2, 0, 2, 8, 4, 2, 32, 8, 2, 0]",left
33,166,"[8, 4, 2, 2, 2, 16, 4, 0, 32, 0, 2, 4, 0, 0, 0, 0]",up
34,170,"[8, 4, 4, 0, 2, 16, 4, 0, 32, 2, 4, 0, 0, 2, 0, 0]",left
35,178,"[8, 8, 2, 0, 2, 16, 4, 0, 32, 2, 4, 0, 2, 0, 0, 0]",left
36,194,"[16, 2, 0, 0, 2, 16, 4, 0, 32, 2, 4, 0, 2, 0, 0, 2]",left
