Move,Score,Matrix,Direction
37,198,"[0, 0, 16, 2, 2, 2, 16, 4, 0, 32, 2, 4, 0, 0, 0, 4]",right
38,218,"[0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 32, 4, 2, 32, 2, 8]",down
39,222,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 2, 32, 4, 2, 32, 2, 8]",right
40,226,"[0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 32, 8, 2, 32, 2, 8]",down
41,236,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 32, 2, 4, 32, 2, 16]",down
42,240,"[4, 4, 32, 2, 0, 32, 2, 16, 0, 0, 0, 0, 0, 4, 0, 0]",up
43,248,"[2, 8, 32, 2, 0, 32, 2, 16, 0, 0, 0, 0, 0, 0, 0, 4]",right
44,248,"[2, 8, 32, 2, 32, 2, 16, 0, 0, 0, 0, 0, 4, 0, 2, 0]",left
45,248,"[2, 8, 32, 2, 0, 32, 2, 16, 2, 0, 0, 0, 0, 0, 4, 2]",right
46,248,"[2, 8, 32, 2, 0, 32, 2, 16, 0, 2, 0, 2, 0, 0, 4, 2]",right
47,250,"[0, 0, 0, 2, 0, 8, 32, 2, 0, 32, 2, 16, 2, 2, 4, 4]",down
48,262,"[0, 0, 0, 2, 0, 8, 32, 2, 0, 32, 2, 16, 0, 2, 4, 8]",right
49,266,"[0, 8, 32, 4, 0, 32, 2, 16, 0, 2, 4, 8, 2, 0, 0, 0]",up
50,266,"[0, 8, 32, 4, 0, 32, 2, 16, 2, 2, 4, 8, 0, 0, 0, 2]",right
51,270,"[0, 8, 32, 4, 0, 32, 2, 16, 0, 4, 4, 8, 0, 0, 2, 2]",right
52,270,"[0, 0, 32, 4, 2, 8, 2, 16, 0, 32, 4, 8, 0, 4, 2, 2]",down
53,274,"[32, 4, 0, 4, 2, 8, 2, 16, 32, 4, 8, 0, 4, 4, 0, 0]",left
54,282,"[32, 4, 2, 4, 2, 8, 8, 16, 32, 8, 0, 0, 4, 0, 2, 0]",up
55,298,"[32, 4, 2, 4, 0, 2, 16, 16, 0, 0, 32, 8, 2, 0, 4, 2]",right
56,298,"[0, 0, 2, 4, 0, 2, 16, 16, 32, 4, 32, 8, 2, 2, 4, 2]",down
57,334,"[2, 4, 0, 0, 2, 32, 0, 0, 32, 4, 32, 8, 4, 4, 2, 2]",left
58,346,"[0, 2, 2, 4, 0, 0, 2, 32, 32, 4, 32, 8, 0, 0, 8, 4]",right
59,350,"[32, 2, 4, 4, 0, 4, 32, 32, 0, 2, 8, 8, 0, 0, 0, 4]",up
60,350,"[0, 2, 0, 4, 0, 2, 4, 32, 0, 4, 32, 8, 32, 2, 8, 4]",down
61,350,"[2, 4, 2, 0, 2, 4, 32, 0, 4, 32, 8, 0, 32, 2, 8, 4]",left
62,350,"[2, 2, 4, 2, 0, 2, 4, 32, 0, 4, 32, 8, 32, 2, 8, 4]",right
63,352,"[0, 0, 4, 2, 2, 4, 4, 32, 2, 4, 32, 8, 32, 2, 8, 4]",down
64,360,"[4, 2, 0, 0, 2, 8, 32, 2, 2, 4, 32, 8, 32, 2, 8, 4]",left
65,360,"[0, 2, 4, 2, 2, 8, 32, 2, 2, 4, 32, 8, 32, 2, 8, 4]",right
66,428,"[4, 2, 4, 2, 32, 8, 64, 2, 0, 4, 8, 8, 2, 2, 0, 4]",up
67,430,"[0, 2, 2, 0, 4, 8, 4, 4, 32, 4, 64, 8, 2, 2, 8, 4]",down
68,442,"[4, 0, 0, 0, 4, 8, 8, 2, 32, 4, 64, 8, 2, 2, 8, 4]",left
69,462,"[0, 4, 0, 4, 0, 4, 16, 2, 32, 4, 64, 8, 0, 4, 8, 4]",right
70,470,"[8, 0, 4, 0, 4, 16, 2, 0, 32, 4, 64, 8, 4, 8, 4, 0]",left
71,470,"[0, 0, 8, 4, 0, 4, 16, 2, 32, 4, 64, 8, 2, 4, 8, 4]",right
72,474,"[0, 0, 8, 4, 2, 0, 16, 2, 32, 4, 64, 8, 2, 8, 8, 4]",down
73,490,"[8, 4, 0, 2, 2, 16, 2, 0, 32, 4, 64, 8, 2, 16, 4, 0]",left
74,490,"[0, 8, 4, 2, 0, 2, 16, 2, 32, 4, 64, 8, 2, 2, 16, 4]",right
75,494,"[32, 8, 4, 4, 2, 2, 16, 8, 0, 4, 64, 4, 2, 2, 16, 0]",up
76,496,"[2, 8, 4, 0, 0, 2, 16, 4, 32, 4, 64, 8, 4, 2, 16, 4]",down
77,496,"[2, 8, 4, 2, 2, 16, 4, 0, 32, 4, 64, 8, 4, 2, 16, 4]",left
78,496,"[2, 8, 4, 2, 2, 2, 16, 4, 32, 4, 64, 8, 4, 2, 16, 4]",right
79,500,"[4, 8, 4, 2, 32, 2, 16, 4, 4, 4, 64, 8, 2, 2, 16, 4]",up
80,512,"[4, 8, 4, 2, 32, 2, 16, 4, 8, 64, 8, 2, 4, 16, 4, 0]",left
81,512,"[4, 8, 4, 2, 32, 2, 16, 2, 8, 64, 8, 4, 4, 16, 4, 2]",down
82,516,"[4, 8, 4, 4, 32, 2, 16, 4, 8, 64, 8, 2, 4, 16, 4, 2]",up
83,524,"[4, 8, 8, 2, 32, 2, 16, 4, 8, 64, 8, 2, 4, 16, 4, 2]",left
84,526,"[4, 8, 8, 2, 32, 2, 16, 2, 8, 64, 8, 4, 4, 16, 4, 4]",down
85,550,"[4, 16, 2, 2, 32, 2, 16, 2, 8, 64, 8, 4, 4, 16, 8, 0]",left
86,554,"[0, 4, 16, 4, 32, 2, 16, 2, 8, 64, 8, 4, 2, 4, 16, 8]",right
87,586,"[32, 4, 32, 4, 8, 2, 8, 2, 2, 64, 16, 4, 2, 4, 0, 8]",up
88,586,"[32, 4, 32, 4, 8, 2, 8, 2, 2, 64, 16, 4, 2, 4, 8, 2]",left
89,588,"[2, 4, 32, 4, 32, 2, 8, 2, 8, 64, 16, 4, 4, 4, 8, 2]",down
90,596,"[2, 4, 32, 4, 32, 2, 8, 2, 8, 64, 16, 4, 8, 8, 2, 2]",left
91,616,"[2, 4, 32, 4, 32, 2, 8, 2, 8, 64, 16, 4, 2, 0, 16, 4]",right
92,656,"[2, 4, 32, 4, 32, 2, 8, 2, 8, 64, 32, 8, 2, 0, 0, 2]",up
93,660,"[2, 4, 32, 4, 32, 2, 8, 2, 8, 64, 32, 8, 4, 2, 0, 0]",left
94,660,"[2, 4, 2, 0, 32, 2, 32, 4, 8, 64, 8, 2, 4, 2, 32, 8]",down
95,660,"[2, 2, 4, 2, 32, 2, 32, 4, 8, 64, 8, 2, 4, 2, 32, 8]",right
96,664,"[2, 4, 4, 2, 32, 64, 32, 4, 8, 2, 8, 2, 4, 2, 32, 8]",up
97,672,"[2, 8, 2, 2, 32, 64, 32, 4, 8, 2, 8, 2, 4, 2, 32, 8]",left
98,676,"[2, 2, 8, 4, 32, 64, 32, 4, 8, 2, 8, 2, 4, 2, 32, 8]",right
99,682,"[2, 0, 8, 2, 32, 2, 32, 8, 8, 64, 8, 2, 4, 4, 32, 8]",down
100,690,"[2, 8, 2, 2, 32, 2, 32, 8, 8, 64, 8, 2, 8, 32, 8, 0]",left
101,694,"[2, 2, 8, 4, 32, 2, 32, 8, 8, 64, 8, 2, 0, 8, 32, 8]",right
102,698,"[2, 4, 8, 4, 32, 64, 32, 8, 8, 8, 8, 2, 0, 2, 32, 8]",up
103,714,"[2, 4, 8, 4, 32, 64, 32, 8, 16, 8, 2, 0, 2, 32, 8, 2]",left
104,714,"[2, 4, 8, 4, 32, 64, 32, 8, 2, 16, 8, 2, 2, 32, 8, 2]",right
105,716,"[2, 4, 8, 4, 2, 64, 32, 8, 32, 16, 8, 2, 4, 32, 8, 2]",down
106,740,"[4, 4, 8, 4, 32, 64, 32, 8, 4, 16, 16, 4, 0, 32, 0, 2]",up
107,780,"[8, 8, 4, 0, 32, 64, 32, 8, 4, 32, 4, 0, 32, 2, 0, 2]",left
108,780,"[8, 8, 2, 0, 32, 64, 4, 0, 4, 32, 32, 8, 32, 2, 4, 2]",down
109,860,"[16, 2, 0, 0, 32, 64, 4, 0, 4, 64, 8, 2, 32, 2, 4, 2]",left
110,860,"[2, 0, 16, 2, 0, 32, 64, 4, 4, 64, 8, 2, 32, 2, 4, 2]",right
111,864,"[2, 32, 16, 2, 4, 64, 64, 4, 32, 2, 8, 4, 0, 0, 4, 2]",up
112,992,"[2, 32, 16, 2, 4, 128, 4, 0, 32, 2, 8, 4, 4, 2, 2, 0]",left
113,994,"[2, 2, 16, 0, 4, 32, 4, 0, 32, 128, 8, 2, 4, 4, 2, 4]",down
114,1006,"[0, 0, 4, 16, 0, 4, 32, 4, 32, 128, 8, 2, 2, 8, 2, 4]",right
115,1006,"[4, 16, 2, 0, 4, 32, 4, 0, 32, 128, 8, 2, 2, 8, 2, 4]",left
116,1006,"[0, 4, 16, 2, 2, 4, 32, 4, 32, 128, 8, 2, 2, 8, 2, 4]",right
1,0,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",left
2,0,"[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0]",right
3,4,"[0, 0, 0, 0, 4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",left
4,4,"[2, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 2, 0, 0, 0, 0]",right
5,8,"[2, 0, 4, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",up
6,16,"[2, 8, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0]",left
7,16,"[0, 0, 2, 8, 0, 0, 0, 2, 0, 0, 0, 4, 0, 2, 0, 0]",right
8,16,"[0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 0, 2, 0, 2, 2, 4]",down
9,24,"[0, 0, 0, 0, 8, 0, 0, 0, 4, 4, 0, 0, 4, 4, 0, 0]",left
10,40,"[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 2, 0, 8]",right
11,40,"[0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 2, 8, 2, 0]",left
12,40,"[0, 2, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 2, 8, 2]",right
13,50,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 4, 8, 2]",down
14,50,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 16, 0, 4, 8, 2]",right
15,50,"[0, 4, 4, 2, 0, 0, 8, 16, 0, 0, 0, 2, 0, 0, 0, 2]",up
16,58,"[0, 0, 8, 2, 0, 0, 8, 16, 2, 0, 0, 2, 0, 0, 0, 2]",right
17,62,"[0, 0, 8, 2, 0, 0, 8, 16, 2, 0, 0, 4, 0, 0, 0, 2]",right
18,70,"[0, 0, 2, 2, 0, 0, 0, 16, 0, 0, 0, 4, 2, 0, 16, 2]",down
19,70,"[0, 2, 0, 2, 0, 0, 0, 16, 0, 0, 2, 4, 2, 0, 16, 2]",down
20,70,"[4, 0, 0, 2, 0, 0, 0, 16, 0, 0, 2, 4, 2, 2, 16, 2]",down
21,74,"[0, 2, 4, 2, 0, 0, 0, 16, 0, 0, 2, 4, 0, 4, 16, 2]",right
22,74,"[0, 2, 0, 2, 0, 0, 4, 16, 0, 2, 2, 4, 0, 4, 16, 2]",down
23,76,"[0, 0, 0, 2, 2, 0, 4, 16, 0, 4, 2, 4, 0, 4, 16, 2]",down
24,76,"[0, 0, 0, 2, 2, 2, 4, 16, 0, 4, 2, 4, 0, 4, 16, 2]",right
25,80,"[0, 2, 0, 2, 0, 0, 4, 16, 0, 2, 2, 4, 2, 8, 16, 2]",down
26,82,"[0, 2, 0, 2, 0, 0, 4, 16, 0, 4, 2, 4, 2, 8, 16, 2]",down
1,0,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]",down
2,0,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0]",left
3,0,"[0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 4]",right
4,2,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 4, 0, 0, 4]",down
5,6,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 8]",down
6,6,"[0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 8]",right
7,8,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 2, 4, 8]",down
8,8,"[2, 2, 4, 2, 0, 0, 0, 4, 0, 0, 0, 8, 0, 0, 0, 0]",up
9,12,"[0, 4, 4, 2, 0, 0, 2, 4, 0, 0, 0, 8, 0, 0, 0, 0]",right
10,20,"[0, 0, 8, 2, 0, 0, 2, 4, 0, 2, 0, 8, 0, 0, 0, 0]",right
11,20,"[0, 0, 8, 2, 0, 0, 2, 4, 0, 0, 2, 8, 0, 0, 0, 2]",right
12,22,"[0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 8, 8, 0, 2, 4, 2]",down
13,38,"[2, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 16, 0, 2, 4, 2]",right
14,42,"[0, 0, 2, 4, 0, 0, 0, 4, 0, 0, 0, 16, 0, 2, 4, 2]",right
15,46,"[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 16, 2, 2, 4, 2]",down
16,46,"[2, 2, 2, 8, 0, 0, 4, 16, 2, 0, 0, 2, 0, 0, 0, 0]",up
17,54,"[0, 2, 4, 8, 0, 0, 4, 16, 0, 0, 0, 4, 0, 0, 0, 2]",right
18,62,"[0, 2, 8, 8, 0, 0, 0, 16, 0, 0, 0, 4, 0, 0, 2, 2]",up
19,82,"[0, 0, 2, 16, 0, 0, 2, 16, 0, 0, 0, 4, 0, 0, 0, 4]",right
20,104,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 2, 0, 4, 8]",down
21,104,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 32, 0, 2, 4, 8]",right
22,104,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 32, 0, 2, 4, 8]",right
23,104,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32, 2, 2, 4, 8]",down
24,108,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 32, 0, 4, 4, 8]",right
25,120,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 32, 2, 0, 8, 8]",right
26,136,"[0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 4, 32, 0, 0, 2, 16]",right
27,136,"[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 4, 32, 0, 2, 2, 16]",down
28,144,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 32, 0, 2, 4, 16]",right
29,152,"[0, 2, 8, 4, 0, 0, 0, 32, 0, 0, 0, 16, 0, 2, 0, 0]",up
30,152,"[0, 2, 8, 4, 0, 0, 0, 32, 0, 0, 0, 16, 2, 0, 0, 2]",right
31,156,"[0, 2, 8, 4, 0, 0, 0, 32, 0, 0, 0, 16, 0, 2, 0, 4]",right
32,156,"[0, 2, 8, 4, 0, 0, 0, 32, 0, 2, 0, 16, 0, 0, 2, 4]",right
33,160,"[0, 4, 8, 4, 0, 2, 2, 32, 0, 0, 0, 16, 0, 0, 0, 4]",up
34,164,"[4, 8, 4, 0, 4, 32, 0, 0, 16, 0, 0, 0, 4, 0, 0, 2]",left
35,172,"[8, 8, 4, 2, 16, 32, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0]",up
36,188,"[16, 4, 2, 0, 16, 32, 0, 0, 4, 2, 0, 2, 0, 0, 0, 0]",left
37,204,"[2, 0, 0, 0, 0, 4, 0, 0, 32, 32, 0, 0, 4, 2, 2, 2]",down
38,272,"[0, 0, 0, 2, 0, 0, 2, 4, 0, 0, 0, 64, 0, 4, 2, 4]",right
39,276,"[0, 4, 4, 2, 0, 0, 2, 4, 0, 0, 0, 64, 0, 0, 0, 4]",up
40,284,"[0, 0, 8, 2, 0, 0, 2, 4, 0, 0, 0, 64, 0, 0, 2, 4]",right
41,286,"[0, 0, 0, 2, 4, 0, 0, 4, 0, 0, 8, 64, 0, 0, 4, 4]",down
42,302,"[0, 0, 0, 2, 0, 0, 0, 8, 0, 0, 8, 64, 2, 0, 0, 8]",right
43,302,"[4, 0, 0, 2, 0, 0, 0, 8, 0, 0, 0, 64, 2, 0, 8, 8]",down
44,318,"[0, 0, 4, 2, 0, 2, 0, 8, 0, 0, 0, 64, 0, 0, 2, 16]",right
45,318,"[2, 0, 4, 2, 0, 0, 2, 8, 0, 0, 0, 64, 0, 0, 2, 16]",right
46,322,"[2, 0, 4, 2, 0, 0, 4, 8, 0, 2, 0, 64, 0, 0, 0, 16]",up
47,330,"[2, 2, 8, 2, 0, 0, 0, 8, 2, 0, 0, 64, 0, 0, 0, 16]",up
48,332,"[0, 0, 0, 2, 0, 0, 0, 8, 0, 0, 2, 64, 4, 2, 8, 16]",down
49,332,"[4, 2, 2, 2, 0, 0, 8, 8, 0, 0, 0, 64, 0, 2, 0, 16]",up
50,352,"[2, 4, 2, 4, 0, 0, 0, 16, 0, 0, 0, 64, 0, 0, 2, 16]",right
51,356,"[2, 4, 4, 4, 0, 2, 0, 16, 0, 0, 0, 64, 0, 0, 0, 16]",up
52,364,"[0, 2, 4, 8, 0, 0, 2, 16, 0, 2, 0, 64, 0, 0, 0, 16]",right
53,364,"[0, 2, 4, 8, 2, 0, 2, 16, 0, 0, 2, 64, 0, 0, 0, 16]",right
54,368,"[2, 2, 4, 8, 0, 2, 4, 16, 0, 0, 0, 64, 0, 0, 0, 16]",up
55,380,"[2, 4, 8, 8, 0, 2, 0, 16, 0, 0, 0, 64, 0, 0, 0, 16]",up
56,396,"[0, 2, 4, 16, 0, 0, 2, 16, 4, 0, 0, 64, 0, 0, 0, 16]",right
57,412,"[0, 0, 0, 0, 0, 2, 0, 32, 0, 0, 4, 64, 4, 2, 2, 16]",down
58,414,"[0, 0, 0, 0, 0, 0, 0, 32, 4, 0, 4, 64, 4, 4, 2, 16]",down
59,430,"[0, 2, 0, 0, 0, 0, 0, 32, 0, 0, 8, 64, 0, 8, 2, 16]",right
60,430,"[0, 0, 0, 2, 2, 0, 0, 32, 0, 0, 8, 64, 0, 8, 2, 16]",right
61,430,"[2, 8, 8, 2, 0, 0, 2, 32, 2, 0, 0, 64, 0, 0, 0, 16]",up
62,432,"[0, 0, 0, 2, 0, 0, 0, 32, 2, 0, 8, 64, 4, 8, 2, 16]",down
63,432,"[2, 0, 0, 0, 32, 0, 0, 2, 2, 8, 64, 0, 4, 8, 2, 16]",left
64,448,"[2, 16, 64, 2, 32, 0, 2, 16, 2, 0, 2, 0, 4, 0, 0, 0]",up
65,452,"[2, 16, 64, 2, 0, 32, 2, 16, 0, 0, 0, 4, 0, 2, 0, 4]",right
66,456,"[0, 2, 0, 0, 0, 16, 0, 2, 0, 32, 64, 16, 2, 2, 2, 8]",down
67,460,"[2, 0, 0, 0, 16, 2, 0, 2, 32, 64, 16, 0, 4, 2, 8, 0]",left
68,464,"[0, 0, 0, 2, 4, 0, 16, 4, 0, 32, 64, 16, 0, 4, 2, 8]",right
69,464,"[0, 0, 2, 2, 0, 0, 16, 4, 0, 32, 64, 16, 4, 4, 2, 8]",down
70,476,"[4, 0, 0, 0, 16, 4, 0, 2, 32, 64, 16, 0, 8, 2, 8, 0]",left
71,476,"[4, 4, 16, 2, 16, 64, 8, 0, 32, 2, 2, 0, 8, 0, 0, 0]",up
72,488,"[0, 8, 16, 2, 0, 16, 64, 8, 0, 2, 32, 4, 0, 0, 0, 8]",right
73,488,"[0, 0, 2, 2, 0, 8, 16, 8, 0, 16, 64, 4, 0, 2, 32, 8]",down
74,492,"[4, 2, 0, 0, 8, 16, 8, 0, 16, 64, 4, 0, 2, 32, 8, 0]",left
75,492,"[4, 2, 8, 0, 8, 16, 4, 2, 16, 64, 8, 0, 2, 32, 0, 0]",up
76,492,"[0, 4, 2, 8, 8, 16, 4, 2, 0, 16, 64, 8, 4, 0, 2, 32]",right
77,508,"[2, 0, 2, 8, 0, 0, 4, 2, 8, 4, 64, 8, 4, 32, 2, 32]",down
78,512,"[4, 8, 0, 2, 4, 2, 0, 0, 8, 4, 64, 8, 4, 32, 2, 32]",left
79,512,"[0, 4, 8, 2, 0, 2, 4, 2, 8, 4, 64, 8, 4, 32, 2, 32]",right
80,516,"[8, 4, 8, 4, 4, 2, 4, 8, 0, 4, 64, 32, 2, 32, 2, 0]",up
81,516,"[8, 4, 8, 4, 4, 2, 4, 8, 4, 64, 32, 2, 2, 32, 2, 0]",left
1,0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2]",right
2,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4]",down
3,2,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 4, 0]",left
4,2,"[2, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up
5,2,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 4, 0, 4, 2]",down
6,14,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 8, 2]",right
7,14,"[2, 2, 8, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up
8,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 2, 2, 8, 2]",down
9,18,"[0, 0, 0, 0, 0, 0, 2, 0, 2, 4, 0, 0, 4, 8, 2, 0]",left
10,22,"[2, 4, 4, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up
11,30,"[0, 2, 2, 8, 0, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 2]",right
12,38,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 0, 2, 4, 2]",down
13,38,"[2, 0, 0, 0, 0, 0, 2, 0, 2, 16, 0, 0, 2, 4, 2, 0]",left
14,46,"[4, 16, 4, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up
15,46,"[0, 4, 16, 4, 0, 0, 2, 4, 0, 0, 4, 2, 0, 0, 0, 0]",right
16,50,"[0, 0, 0, 0, 0, 2, 16, 0, 0, 0, 2, 8, 0, 4, 4, 2]",down
17,58,"[2, 0, 0, 0, 2, 16, 0, 0, 2, 8, 0, 0, 8, 2, 0, 0]",left
18,60,"[0, 0, 0, 0, 2, 16, 0, 0, 4, 8, 0, 0, 8, 2, 0, 2]",down
19,64,"[0, 0, 0, 0, 0, 0, 2, 16, 0, 0, 4, 8, 0, 2, 8, 4]",right
20,64,"[0, 0, 0, 0, 2, 16, 0, 0, 4, 8, 2, 0, 2, 8, 4, 0]",left
21,80,"[2, 16, 2, 0, 4, 16, 4, 0, 2, 0, 0, 0, 2, 0, 0, 0]",up
22,98,"[0, 0, 0, 0, 2, 0, 2, 0, 4, 0, 2, 0, 4, 32, 4, 0]",down
